reading_id,sensor_id,timestamp,value
1858421,79,2023-07-19 15:00:54+00,50
1858450,2,2023-07-19 15:04:24+00,95
1858431,84,2023-07-19 15:04:40+00,35
1858413,77,2023-07-19 15:06:46+00,47
1858476,88,2023-07-19 15:06:57+00,65
1858434,9,2023-07-19 15:07:58+00,32
1858472,87,2023-07-19 15:09:25+00,42
1858417,78,2023-07-19 15:09:36+00,83
1858445,1,2023-07-19 15:10:40+00,42
1858427,60,2023-07-19 15:10:50+00,58
1858424,80,2023-07-19 15:11:00+00,32
1858457,4,2023-07-19 15:12:16+00,126
1858437,10,2023-07-19 15:13:27+00,27
1858441,11,2023-07-19 15:13:31+00,30
1858464,6,2023-07-19 15:15:17+00,65
1858461,5,2023-07-19 15:16:10+00,83
1858409,86,2023-07-19 15:16:16+00,45
1858420,79,2023-07-19 15:17:31+00,53
1858449,2,2023-07-19 15:20:20+00,93
1859068,84,2023-07-19 15:21:37+00,35
1859048,77,2023-07-19 15:22:23+00,47
1859111,88,2023-07-19 15:23:00+00,60
1859108,87,2023-07-19 15:24:33+00,42
1859072,9,2023-07-19 15:25:22+00,30
1859064,81,2023-07-19 15:26:00+00,383
1859083,1,2023-07-19 15:26:09+00,50
1859052,78,2023-07-19 15:26:31+00,80
1859094,4,2023-07-19 15:27:58+00,121
1859061,60,2023-07-19 15:28:28+00,60
1859058,80,2023-07-19 15:29:12+00,32
1859076,10,2023-07-19 15:30:24+00,30
1859079,11,2023-07-19 15:30:40+00,32
1859044,86,2023-07-19 15:31:58+00,45
1859101,6,2023-07-19 15:31:59+00,63
1859097,5,2023-07-19 15:32:15+00,85
1859055,79,2023-07-19 15:34:09+00,55
1859086,2,2023-07-19 15:36:16+00,93
1859047,77,2023-07-19 15:38:00+00,50
1859067,84,2023-07-19 15:38:35+00,35
1859107,87,2023-07-19 15:39:41+00,42
1859082,1,2023-07-19 15:41:38+00,70
1859071,9,2023-07-19 15:42:46+00,37
1859063,81,2023-07-19 15:42:55+00,386
1859051,78,2023-07-19 15:43:26+00,90
1859093,4,2023-07-19 15:43:40+00,111
1859060,60,2023-07-19 15:46:05+00,63
1859075,10,2023-07-19 15:47:21+00,30
1859057,80,2023-07-19 15:47:23+00,32
1859043,86,2023-07-19 15:47:39+00,47
1859078,11,2023-07-19 15:47:49+00,40
1859096,5,2023-07-19 15:48:20+00,88
1859100,6,2023-07-19 15:48:41+00,63
1859054,79,2023-07-19 15:50:46+00,55
1859085,2,2023-07-19 15:52:11+00,95
1859046,77,2023-07-19 15:53:35+00,53
1859106,87,2023-07-19 15:54:48+00,45
1859110,88,2023-07-19 15:55:04+00,88
1859066,84,2023-07-19 15:55:33+00,37
1859081,1,2023-07-19 15:57:05+00,80
1859092,4,2023-07-19 15:59:22+00,100
1859070,9,2023-07-19 16:00:08+00,40
1859050,78,2023-07-19 16:00:19+00,98
1859042,86,2023-07-19 16:03:19+00,50
1859059,60,2023-07-19 16:03:41+00,63
1859074,10,2023-07-19 16:04:16+00,30
1859095,5,2023-07-19 16:04:25+00,93
1859077,11,2023-07-19 16:04:58+00,42
1859099,6,2023-07-19 16:05:23+00,65
1859056,80,2023-07-19 16:05:34+00,32
1859053,79,2023-07-19 16:07:22+00,55
1859084,2,2023-07-19 16:08:07+00,100
1859045,77,2023-07-19 16:09:10+00,53
1859105,87,2023-07-19 16:09:54+00,47
1859109,88,2023-07-19 16:11:04+00,90
1859065,84,2023-07-19 16:12:30+00,37
1859080,1,2023-07-19 16:12:32+00,80
1859091,4,2023-07-19 16:15:03+00,90
1859062,81,2023-07-19 16:16:41+00,393
1859049,78,2023-07-19 16:17:11+00,98
1859069,9,2023-07-19 16:17:30+00,40
1859041,86,2023-07-19 16:18:58+00,47
1859073,10,2023-07-19 16:21:11+00,32
1859705,60,2023-07-19 16:21:17+00,65
1859098,6,2023-07-19 16:22:05+00,68
1859722,11,2023-07-19 16:22:06+00,42
1859702,80,2023-07-19 16:23:45+00,32
1859698,79,2023-07-19 16:23:58+00,55
1859730,2,2023-07-19 16:24:02+00,103
1859691,77,2023-07-19 16:24:45+00,50
1859750,87,2023-07-19 16:25:00+00,45
1859754,88,2023-07-19 16:27:05+00,93
1859726,1,2023-07-19 16:27:59+00,83
1859712,84,2023-07-19 16:29:27+00,37
1859737,4,2023-07-19 16:30:45+00,78
1859708,81,2023-07-19 16:33:34+00,396
1859694,78,2023-07-19 16:34:03+00,100
1859688,86,2023-07-19 16:34:38+00,47
1859715,9,2023-07-19 16:34:51+00,37
1859740,5,2023-07-19 16:36:34+00,98
1859718,10,2023-07-19 16:38:06+00,32
1859743,6,2023-07-19 16:38:46+00,68
1859704,60,2023-07-19 16:38:53+00,65
1859721,11,2023-07-19 16:39:14+00,42
1859729,2,2023-07-19 16:39:56+00,106
1859749,87,2023-07-19 16:40:05+00,45
1859697,79,2023-07-19 16:40:33+00,55
1859701,80,2023-07-19 16:41:55+00,32
1859753,88,2023-07-19 16:43:05+00,93
1859725,1,2023-07-19 16:43:26+00,83
1859711,84,2023-07-19 16:46:24+00,37
1859736,4,2023-07-19 16:46:26+00,70
1859687,86,2023-07-19 16:50:17+00,47
1859707,81,2023-07-19 16:50:27+00,398
1859693,78,2023-07-19 16:50:55+00,98
1859714,9,2023-07-19 16:52:11+00,37
1859739,5,2023-07-19 16:52:38+00,100
1859717,10,2023-07-19 16:55:01+00,32
1859748,87,2023-07-19 16:55:10+00,45
1859742,6,2023-07-19 16:55:27+00,68
1859728,2,2023-07-19 16:55:51+00,108
1859690,77,2023-07-19 16:55:54+00,50
1859720,11,2023-07-19 16:56:21+00,42
1859696,79,2023-07-19 16:57:09+00,58
1859724,1,2023-07-19 16:58:52+00,83
1859752,88,2023-07-19 16:59:04+00,93
1859700,80,2023-07-19 17:00:05+00,32
1859735,4,2023-07-19 17:02:07+00,63
1859710,84,2023-07-19 17:03:20+00,37
1859686,86,2023-07-19 17:05:56+00,47
1859706,81,2023-07-19 17:07:20+00,401
1859692,78,2023-07-19 17:07:46+00,98
1859738,5,2023-07-19 17:08:42+00,103
1859713,9,2023-07-19 17:09:32+00,40
1859689,77,2023-07-19 17:11:28+00,50
1859727,2,2023-07-19 17:11:46+00,111
1859716,10,2023-07-19 17:11:55+00,32
1859741,6,2023-07-19 17:12:08+00,68
1859719,11,2023-07-19 17:13:29+00,40
1859695,79,2023-07-19 17:13:44+00,55
1859703,60,2023-07-19 17:14:04+00,65
1859723,1,2023-07-19 17:14:18+00,83
1859751,88,2023-07-19 17:15:04+00,93
1859734,4,2023-07-19 17:17:48+00,58
1859699,80,2023-07-19 17:18:16+00,32
1859709,84,2023-07-19 17:20:16+00,37
1860312,86,2023-07-19 17:21:34+00,47
1860331,81,2023-07-19 17:24:12+00,398
1860320,78,2023-07-19 17:24:38+00,98
1860364,5,2023-07-19 17:24:46+00,103
1860376,87,2023-07-19 17:25:19+00,45
1860338,9,2023-07-19 17:26:52+00,37
1860316,77,2023-07-19 17:27:02+00,50
1860353,2,2023-07-19 17:27:40+00,111
1860368,6,2023-07-19 17:28:49+00,68
1860342,10,2023-07-19 17:28:50+00,32
1860349,1,2023-07-19 17:29:44+00,80
1860324,79,2023-07-19 17:30:19+00,58
1860346,11,2023-07-19 17:30:36+00,40
1860380,88,2023-07-19 17:31:03+00,88
1860328,60,2023-07-19 17:31:39+00,65
1860361,4,2023-07-19 17:33:29+00,55
1860327,80,2023-07-19 17:36:26+00,32
1860334,84,2023-07-19 17:37:12+00,37
1860311,86,2023-07-19 17:37:13+00,47
1860375,87,2023-07-19 17:40:23+00,47
1860319,78,2023-07-19 17:41:29+00,98
1860315,77,2023-07-19 17:42:36+00,50
1860352,2,2023-07-19 17:43:34+00,113
1860337,9,2023-07-19 17:44:12+00,40
1860348,1,2023-07-19 17:45:10+00,83
1860367,6,2023-07-19 17:45:29+00,70
1860341,10,2023-07-19 17:45:44+00,35
1860323,79,2023-07-19 17:46:54+00,58
1860379,88,2023-07-19 17:47:02+00,90
1860345,11,2023-07-19 17:47:43+00,40
1860360,4,2023-07-19 17:49:10+00,55
1860310,86,2023-07-19 17:52:51+00,47
1860333,84,2023-07-19 17:54:08+00,37
1860326,80,2023-07-19 17:54:36+00,35
1860374,87,2023-07-19 17:55:27+00,45
1860363,5,2023-07-19 17:56:53+00,106
1860330,81,2023-07-19 17:57:57+00,401
1860314,77,2023-07-19 17:58:10+00,50
1860318,78,2023-07-19 17:58:20+00,100
1860351,2,2023-07-19 17:59:29+00,116
1860347,1,2023-07-19 18:00:36+00,83
1860336,9,2023-07-19 18:01:33+00,37
1860366,6,2023-07-19 18:02:10+00,70
1860340,10,2023-07-19 18:02:38+00,35
1860378,88,2023-07-19 18:03:01+00,88
1860322,79,2023-07-19 18:03:28+00,58
1860344,11,2023-07-19 18:04:50+00,40
1860359,4,2023-07-19 18:04:51+00,55
1860309,86,2023-07-19 18:08:30+00,47
1860373,87,2023-07-19 18:10:31+00,47
1860332,84,2023-07-19 18:11:04+00,37
1860325,80,2023-07-19 18:12:46+00,32
1860362,5,2023-07-19 18:12:57+00,106
1860313,77,2023-07-19 18:13:44+00,50
1860329,81,2023-07-19 18:14:49+00,401
1860317,78,2023-07-19 18:15:11+00,100
1860350,2,2023-07-19 18:15:23+00,113
1860365,6,2023-07-19 18:18:50+00,70
1860335,9,2023-07-19 18:18:53+00,37
1860377,88,2023-07-19 18:19:01+00,88
1860339,10,2023-07-19 18:19:32+00,35
1860321,79,2023-07-19 18:20:03+00,58
1860358,4,2023-07-19 18:20:32+00,53
1860343,11,2023-07-19 18:21:58+00,40
1860924,86,2023-07-19 18:24:08+00,45
1860939,60,2023-07-19 18:24:25+00,65
1860983,87,2023-07-19 18:25:36+00,47
1860945,84,2023-07-19 18:28:00+00,37
1860972,5,2023-07-19 18:29:01+00,106
1860928,77,2023-07-19 18:29:18+00,50
1860937,80,2023-07-19 18:30:56+00,32
1860962,2,2023-07-19 18:31:17+00,116
1860958,1,2023-07-19 18:31:27+00,78
1860931,78,2023-07-19 18:32:03+00,100
1860987,88,2023-07-19 18:35:00+00,85
1860975,6,2023-07-19 18:35:31+00,70
1860969,4,2023-07-19 18:36:12+00,53
1860948,9,2023-07-19 18:36:13+00,37
1860951,10,2023-07-19 18:36:27+00,35
1860934,79,2023-07-19 18:36:38+00,58
1860954,11,2023-07-19 18:39:05+00,40
1860923,86,2023-07-19 18:39:46+00,45
1860982,87,2023-07-19 18:40:40+00,45
1860938,60,2023-07-19 18:42:00+00,65
1860927,77,2023-07-19 18:44:51+00,50
1860944,84,2023-07-19 18:44:56+00,37
1860971,5,2023-07-19 18:45:04+00,106
1860957,1,2023-07-19 18:46:53+00,78
1860961,2,2023-07-19 18:47:11+00,116
1860941,81,2023-07-19 18:48:33+00,401
1860930,78,2023-07-19 18:48:54+00,98
1860936,80,2023-07-19 18:49:06+00,35
1860986,88,2023-07-19 18:50:59+00,85
1860968,4,2023-07-19 18:51:53+00,53
1860974,6,2023-07-19 18:52:11+00,70
1860933,79,2023-07-19 18:53:13+00,58
1860950,10,2023-07-19 18:53:21+00,35
1860947,9,2023-07-19 18:53:33+00,37
1860922,86,2023-07-19 18:55:25+00,47
1860981,87,2023-07-19 18:55:44+00,47
1860953,11,2023-07-19 18:56:12+00,40
1860926,77,2023-07-19 19:00:25+00,47
1860943,84,2023-07-19 19:01:52+00,37
1860956,1,2023-07-19 19:02:19+00,75
1860960,2,2023-07-19 19:03:05+00,116
1860940,81,2023-07-19 19:05:25+00,401
1860929,78,2023-07-19 19:05:45+00,98
1860985,88,2023-07-19 19:06:58+00,83
1860935,80,2023-07-19 19:07:16+00,35
1860967,4,2023-07-19 19:07:34+00,53
1860973,6,2023-07-19 19:08:52+00,70
1860932,79,2023-07-19 19:09:48+00,58
1860949,10,2023-07-19 19:10:15+00,37
1860980,87,2023-07-19 19:10:48+00,47
1860946,9,2023-07-19 19:10:53+00,37
1860921,86,2023-07-19 19:11:03+00,47
1860952,11,2023-07-19 19:13:19+00,40
1860925,77,2023-07-19 19:15:59+00,50
1860970,5,2023-07-19 19:17:12+00,106
1860955,1,2023-07-19 19:17:44+00,78
1860942,84,2023-07-19 19:18:47+00,37
1860959,2,2023-07-19 19:18:59+00,118
1861564,78,2023-07-19 19:22:36+00,100
1860984,88,2023-07-19 19:22:57+00,85
1861606,4,2023-07-19 19:23:15+00,55
1861572,80,2023-07-19 19:25:26+00,35
1861612,6,2023-07-19 19:25:32+00,70
1861619,87,2023-07-19 19:25:51+00,47
1861568,79,2023-07-19 19:26:23+00,58
1861556,86,2023-07-19 19:26:41+00,47
1861586,10,2023-07-19 19:27:09+00,35
1861582,9,2023-07-19 19:28:13+00,40
1861590,11,2023-07-19 19:30:26+00,40
1861560,77,2023-07-19 19:31:32+00,47
1861594,1,2023-07-19 19:33:10+00,80
1861608,5,2023-07-19 19:33:16+00,108
1861573,60,2023-07-19 19:34:46+00,68
1861598,2,2023-07-19 19:34:53+00,121
1861578,84,2023-07-19 19:35:43+00,40
1861605,4,2023-07-19 19:38:55+00,55
1861622,88,2023-07-19 19:38:56+00,85
1861575,81,2023-07-19 19:39:09+00,403
1861563,78,2023-07-19 19:39:27+00,103
1861618,87,2023-07-19 19:40:55+00,47
1861611,6,2023-07-19 19:42:12+00,73
1861555,86,2023-07-19 19:42:19+00,47
1861567,79,2023-07-19 19:42:57+00,58
1861571,80,2023-07-19 19:43:35+00,35
1861585,10,2023-07-19 19:44:03+00,37
1861581,9,2023-07-19 19:45:32+00,40
1861559,77,2023-07-19 19:47:06+00,50
1861589,11,2023-07-19 19:47:33+00,40
1861593,1,2023-07-19 19:48:35+00,80
1861607,5,2023-07-19 19:49:19+00,108
1861597,2,2023-07-19 19:50:47+00,121
1861577,84,2023-07-19 19:52:39+00,40
1861604,4,2023-07-19 19:54:36+00,55
1861621,88,2023-07-19 19:54:54+00,85
1861617,87,2023-07-19 19:55:58+00,47
1861574,81,2023-07-19 19:56:01+00,403
1861562,78,2023-07-19 19:56:18+00,103
1861554,86,2023-07-19 19:57:57+00,45
1861610,6,2023-07-19 19:58:52+00,73
1861566,79,2023-07-19 19:59:32+00,58
1861584,10,2023-07-19 20:00:56+00,37
1861570,80,2023-07-19 20:01:45+00,35
1861558,77,2023-07-19 20:02:39+00,47
1861580,9,2023-07-19 20:02:52+00,40
1861592,1,2023-07-19 20:04:00+00,80
1861588,11,2023-07-19 20:04:40+00,40
1861596,2,2023-07-19 20:06:41+00,123
1861576,84,2023-07-19 20:09:34+00,40
1861603,4,2023-07-19 20:10:16+00,55
1861620,88,2023-07-19 20:10:53+00,85
1861616,87,2023-07-19 20:11:02+00,47
1861561,78,2023-07-19 20:13:09+00,103
1861553,86,2023-07-19 20:13:35+00,45
1861609,6,2023-07-19 20:15:32+00,73
1861565,79,2023-07-19 20:16:06+00,60
1861583,10,2023-07-19 20:17:49+00,37
1861557,77,2023-07-19 20:18:12+00,50
1861591,1,2023-07-19 20:19:25+00,83
1861569,80,2023-07-19 20:19:55+00,35
1861579,9,2023-07-19 20:20:11+00,40
1861587,11,2023-07-19 20:21:47+00,40
1861595,2,2023-07-19 20:22:34+00,123
1862245,4,2023-07-19 20:25:56+00,55
1862260,87,2023-07-19 20:26:05+00,47
1862223,84,2023-07-19 20:26:30+00,40
1862264,88,2023-07-19 20:26:51+00,85
1862200,86,2023-07-19 20:29:13+00,45
1862219,81,2023-07-19 20:29:44+00,403
1862208,78,2023-07-19 20:29:59+00,103
1862252,6,2023-07-19 20:32:12+00,73
1862211,79,2023-07-19 20:32:40+00,58
1862204,77,2023-07-19 20:33:45+00,50
1862229,10,2023-07-19 20:34:43+00,37
1862235,1,2023-07-19 20:34:50+00,80
1862248,5,2023-07-19 20:37:29+00,111
1862226,9,2023-07-19 20:37:31+00,40
1862214,80,2023-07-19 20:38:04+00,35
1862238,2,2023-07-19 20:38:28+00,123
1862232,11,2023-07-19 20:38:54+00,40
1862259,87,2023-07-19 20:41:08+00,47
1862244,4,2023-07-19 20:41:36+00,55
1862263,88,2023-07-19 20:42:50+00,85
1862222,84,2023-07-19 20:43:25+00,40
1862199,86,2023-07-19 20:44:50+00,45
1862218,81,2023-07-19 20:46:36+00,403
1862207,78,2023-07-19 20:46:50+00,103
1862251,6,2023-07-19 20:48:51+00,73
1862210,79,2023-07-19 20:49:15+00,58
1862203,77,2023-07-19 20:49:18+00,50
1862234,1,2023-07-19 20:50:15+00,83
1862228,10,2023-07-19 20:51:36+00,37
1862247,5,2023-07-19 20:53:32+00,111
1862237,2,2023-07-19 20:54:21+00,126
1862225,9,2023-07-19 20:54:50+00,40
1862231,11,2023-07-19 20:56:00+00,40
1862258,87,2023-07-19 20:56:11+00,47
1862213,80,2023-07-19 20:56:14+00,35
1862243,4,2023-07-19 20:57:16+00,55
1862262,88,2023-07-19 20:58:48+00,85
1862221,84,2023-07-19 21:00:21+00,40
1862198,86,2023-07-19 21:00:28+00,45
1862217,81,2023-07-19 21:03:27+00,403
1862206,78,2023-07-19 21:03:40+00,103
1862202,77,2023-07-19 21:04:51+00,50
1862250,6,2023-07-19 21:05:31+00,75
1862233,1,2023-07-19 21:05:40+00,83
1862209,79,2023-07-19 21:05:49+00,60
1862227,10,2023-07-19 21:08:29+00,37
1862246,5,2023-07-19 21:09:35+00,113
1862236,2,2023-07-19 21:10:14+00,126
1862257,87,2023-07-19 21:11:14+00,47
1862224,9,2023-07-19 21:12:10+00,40
1862242,4,2023-07-19 21:12:56+00,55
1862230,11,2023-07-19 21:13:07+00,40
1862212,80,2023-07-19 21:14:23+00,35
1862261,88,2023-07-19 21:14:46+00,85
1862197,86,2023-07-19 21:16:06+00,45
1862220,84,2023-07-19 21:17:16+00,40
1862215,60,2023-07-19 21:20:14+00,70
1862216,81,2023-07-19 21:20:19+00,403
1862201,77,2023-07-19 21:20:24+00,50
1862205,78,2023-07-19 21:20:31+00,106
1862249,6,2023-07-19 21:22:10+00,75
1862843,79,2023-07-19 21:22:23+00,60
1862862,10,2023-07-19 21:25:23+00,37
1862873,2,2023-07-19 21:26:08+00,126
1862893,87,2023-07-19 21:26:17+00,50
1862880,4,2023-07-19 21:28:36+00,55
1862858,9,2023-07-19 21:29:29+00,40
1862866,11,2023-07-19 21:30:14+00,40
1862897,88,2023-07-19 21:30:44+00,85
1862833,86,2023-07-19 21:31:43+00,45
1862846,80,2023-07-19 21:32:33+00,35
1862854,84,2023-07-19 21:34:11+00,40
1862836,77,2023-07-19 21:35:57+00,50
1862869,1,2023-07-19 21:36:30+00,83
1862851,81,2023-07-19 21:37:10+00,406
1862839,78,2023-07-19 21:37:21+00,106
1862849,60,2023-07-19 21:37:48+00,70
1862885,6,2023-07-19 21:38:50+00,75
1862842,79,2023-07-19 21:38:57+00,60
1862892,87,2023-07-19 21:41:20+00,47
1862872,2,2023-07-19 21:42:01+00,128
1862861,10,2023-07-19 21:42:16+00,37
1862879,4,2023-07-19 21:44:16+00,55
1862896,88,2023-07-19 21:46:42+00,85
1862857,9,2023-07-19 21:46:48+00,40
1862865,11,2023-07-19 21:47:20+00,40
1862832,86,2023-07-19 21:47:21+00,45
1862845,80,2023-07-19 21:50:42+00,35
1862853,84,2023-07-19 21:51:06+00,40
1862835,77,2023-07-19 21:51:29+00,50
1862868,1,2023-07-19 21:51:54+00,83
1862838,78,2023-07-19 21:54:11+00,106
1862848,60,2023-07-19 21:55:23+00,70
1862884,6,2023-07-19 21:55:29+00,75
1862841,79,2023-07-19 21:55:32+00,60
1862891,87,2023-07-19 21:56:23+00,50
1862882,5,2023-07-19 21:57:45+00,113
1862871,2,2023-07-19 21:57:54+00,128
1862860,10,2023-07-19 21:59:09+00,40
1862878,4,2023-07-19 21:59:56+00,55
1862895,88,2023-07-19 22:02:40+00,85
1862831,86,2023-07-19 22:02:58+00,45
1862856,9,2023-07-19 22:04:07+00,40
1862864,11,2023-07-19 22:04:27+00,40
1862834,77,2023-07-19 22:07:02+00,50
1862867,1,2023-07-19 22:07:19+00,83
1862852,84,2023-07-19 22:08:01+00,40
1862844,80,2023-07-19 22:08:51+00,35
1862850,81,2023-07-19 22:10:52+00,406
1862837,78,2023-07-19 22:11:02+00,106
1862890,87,2023-07-19 22:11:25+00,50
1862840,79,2023-07-19 22:12:06+00,60
1862883,6,2023-07-19 22:12:08+00,78
1862847,60,2023-07-19 22:12:57+00,70
1862870,2,2023-07-19 22:13:47+00,128
1862881,5,2023-07-19 22:13:47+00,113
1862877,4,2023-07-19 22:15:36+00,55
1862859,10,2023-07-19 22:16:02+00,40
1862830,86,2023-07-19 22:18:35+00,45
1862894,88,2023-07-19 22:18:38+00,85
1862855,9,2023-07-19 22:21:27+00,40
1862863,11,2023-07-19 22:21:33+00,42
1863454,77,2023-07-19 22:22:34+00,50
1863486,1,2023-07-19 22:22:43+00,83
1863473,84,2023-07-19 22:24:56+00,40
1863512,87,2023-07-19 22:26:28+00,50
1863465,80,2023-07-19 22:27:01+00,35
1863469,81,2023-07-19 22:27:43+00,406
1863458,78,2023-07-19 22:27:52+00,106
1863462,79,2023-07-19 22:28:40+00,60
1863504,6,2023-07-19 22:28:48+00,78
1863490,2,2023-07-19 22:29:41+00,128
1863467,60,2023-07-19 22:30:31+00,70
1863498,4,2023-07-19 22:31:16+00,55
1863479,10,2023-07-19 22:32:55+00,40
1863451,86,2023-07-19 22:34:13+00,45
1863515,88,2023-07-19 22:34:36+00,85
1863453,77,2023-07-19 22:38:07+00,50
1863485,1,2023-07-19 22:38:08+00,83
1863482,11,2023-07-19 22:38:40+00,40
1863476,9,2023-07-19 22:38:46+00,42
1863511,87,2023-07-19 22:41:31+00,50
1863472,84,2023-07-19 22:41:52+00,40
1863457,78,2023-07-19 22:44:43+00,106
1863464,80,2023-07-19 22:45:10+00,37
1863461,79,2023-07-19 22:45:14+00,60
1863503,6,2023-07-19 22:45:27+00,78
1863489,2,2023-07-19 22:45:34+00,131
1863497,4,2023-07-19 22:46:56+00,55
1863478,10,2023-07-19 22:49:48+00,40
1863450,86,2023-07-19 22:49:50+00,47
1863484,1,2023-07-19 22:53:32+00,80
1863452,77,2023-07-19 22:53:40+00,50
1863481,11,2023-07-19 22:55:46+00,42
1863475,9,2023-07-19 22:56:05+00,42
1863510,87,2023-07-19 22:56:34+00,50
1863471,84,2023-07-19 22:58:47+00,40
1863468,81,2023-07-19 23:01:26+00,406
1863488,2,2023-07-19 23:01:27+00,131
1863456,78,2023-07-19 23:01:33+00,108
1863460,79,2023-07-19 23:01:48+00,60
1863500,5,2023-07-19 23:01:56+00,116
1863502,6,2023-07-19 23:02:06+00,78
1863496,4,2023-07-19 23:02:36+00,58
1863463,80,2023-07-19 23:03:19+00,37
1863449,86,2023-07-19 23:05:27+00,45
1863466,60,2023-07-19 23:05:39+00,70
1863514,88,2023-07-19 23:06:32+00,85
1863477,10,2023-07-19 23:06:40+00,40
1863483,1,2023-07-19 23:08:57+00,83
1863509,87,2023-07-19 23:11:37+00,50
1863480,11,2023-07-19 23:12:53+00,42
1863474,9,2023-07-19 23:13:24+00,42
1863470,84,2023-07-19 23:15:42+00,40
1863487,2,2023-07-19 23:17:20+00,131
1863499,5,2023-07-19 23:17:59+00,116
1863495,4,2023-07-19 23:18:15+00,55
1863459,79,2023-07-19 23:18:22+00,60
1863455,78,2023-07-19 23:18:23+00,108
1863501,6,2023-07-19 23:18:45+00,78
1864056,86,2023-07-19 23:21:05+00,45
1864066,80,2023-07-19 23:21:28+00,37
1863513,88,2023-07-19 23:22:30+00,83
1864068,60,2023-07-19 23:23:14+00,70
1864076,10,2023-07-19 23:23:33+00,40
1864081,1,2023-07-19 23:24:21+00,83
1864059,77,2023-07-19 23:24:45+00,50
1864094,87,2023-07-19 23:26:39+00,50
1864078,11,2023-07-19 23:29:59+00,42
1864073,9,2023-07-19 23:30:43+00,42
1864071,84,2023-07-19 23:32:37+00,40
1864083,2,2023-07-19 23:33:13+00,131
1864087,4,2023-07-19 23:33:55+00,55
1864063,79,2023-07-19 23:34:56+00,60
1864061,78,2023-07-19 23:35:13+00,108
1864089,6,2023-07-19 23:35:24+00,78
1864055,86,2023-07-19 23:36:42+00,45
1864065,80,2023-07-19 23:39:38+00,37
1864080,1,2023-07-19 23:39:45+00,83
1864058,77,2023-07-19 23:40:17+00,50
1864075,10,2023-07-19 23:40:26+00,40
1864093,87,2023-07-19 23:41:42+00,50
1864077,11,2023-07-19 23:47:06+00,42
1864072,9,2023-07-19 23:48:02+00,42
1864082,2,2023-07-19 23:49:06+00,131
1864070,84,2023-07-19 23:49:32+00,40
1864086,4,2023-07-19 23:49:35+00,58
1864062,79,2023-07-19 23:51:30+00,63
1864069,81,2023-07-19 23:51:59+00,406
1864060,78,2023-07-19 23:52:03+00,108
1864088,6,2023-07-19 23:52:03+00,78
1864054,86,2023-07-19 23:52:19+00,45
1864095,88,2023-07-19 23:54:25+00,85
1864079,1,2023-07-19 23:55:10+00,83
1864057,77,2023-07-19 23:55:49+00,50
1864092,87,2023-07-19 23:56:44+00,50
1864074,10,2023-07-19 23:57:19+00,40
1864064,80,2023-07-19 23:57:47+00,37
1864067,60,2023-07-19 23:58:22+00,70
1864106,11,2023-07-20 00:04:12+00,42
1864108,2,2023-07-20 00:04:59+00,133
1864110,4,2023-07-20 00:05:14+00,58
1864104,9,2023-07-20 00:05:21+00,42
1864111,5,2023-07-20 00:06:07+00,116
1864103,84,2023-07-20 00:06:27+00,40
1864096,86,2023-07-20 00:07:56+00,45
1864099,79,2023-07-20 00:08:04+00,63
1864112,6,2023-07-20 00:08:42+00,78
1864102,81,2023-07-20 00:08:50+00,406
1864098,78,2023-07-20 00:08:53+00,111
1864115,88,2023-07-20 00:10:23+00,85
1864107,1,2023-07-20 00:10:34+00,83
1864097,77,2023-07-20 00:11:22+00,50
1864114,87,2023-07-20 00:11:47+00,50
1864105,10,2023-07-20 00:14:11+00,40
1864100,80,2023-07-20 00:15:56+00,37
1864101,60,2023-07-20 00:15:56+00,73
1864718,2,2023-07-20 00:20:52+00,133
1864726,4,2023-07-20 00:20:54+00,55
1864710,11,2023-07-20 00:21:18+00,42
1864729,5,2023-07-20 00:22:09+00,116
1864703,9,2023-07-20 00:22:40+00,42
1864699,84,2023-07-20 00:23:22+00,40
1864676,86,2023-07-20 00:23:33+00,47
1864688,79,2023-07-20 00:24:38+00,60
1864733,6,2023-07-20 00:25:21+00,80
1864684,78,2023-07-20 00:25:43+00,111
1864714,1,2023-07-20 00:25:58+00,83
1864744,88,2023-07-20 00:26:21+00,85
1864740,87,2023-07-20 00:26:49+00,50
1864680,77,2023-07-20 00:26:54+00,50
1864706,10,2023-07-20 00:31:04+00,40
1864691,80,2023-07-20 00:34:05+00,37
1864725,4,2023-07-20 00:36:33+00,55
1864717,2,2023-07-20 00:36:45+00,133
1864728,5,2023-07-20 00:38:12+00,118
1864709,11,2023-07-20 00:38:25+00,42
1864675,86,2023-07-20 00:39:10+00,45
1864702,9,2023-07-20 00:39:59+00,42
1864698,84,2023-07-20 00:40:17+00,40
1864687,79,2023-07-20 00:41:12+00,63
1864713,1,2023-07-20 00:41:22+00,83
1864739,87,2023-07-20 00:41:52+00,50
1864732,6,2023-07-20 00:42:00+00,80
1864743,88,2023-07-20 00:42:18+00,85
1864679,77,2023-07-20 00:42:26+00,50
1864695,81,2023-07-20 00:42:32+00,409
1864683,78,2023-07-20 00:42:33+00,111
1864705,10,2023-07-20 00:47:57+00,40
1864693,60,2023-07-20 00:51:04+00,70
1864724,4,2023-07-20 00:52:13+00,58
1864690,80,2023-07-20 00:52:14+00,37
1864716,2,2023-07-20 00:52:38+00,133
1864674,86,2023-07-20 00:54:47+00,45
1864708,11,2023-07-20 00:55:31+00,42
1864712,1,2023-07-20 00:56:46+00,85
